DocumentodeLiquidacao,CodigoNotadeEmpenho,CodigoNaturezaDaDespesa,CodigoFonteDeRecurso,CodigoDetalhamentoFr,NUMERO_PROCESSO,CodigoProjetoAtividade,InstituicaoCodigoUnidadeGestora,Credor_Nome,CONTRATO,CONVENIO,Valor Original,Valor Liquido,Valor Bruto,Valor Retido,Valor Pago,Valor Liquidado a Pagar,Valor Liquido2
 , ,31901106,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 8,580.67",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,8580.67
 , ,31901107,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 223,765.72",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,223765.72
 , ,31901117,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 8,483,489.04",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,8483489.04
 , ,31901120,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 631.20,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,631.2
 , ,31901121,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,975.77",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1975.77
 , ,31901128,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 437,095.74",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,437095.74
 , ,31901129,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 905,106.23",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,905106.23
 , ,31901131,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,530.27",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1530.27
 , ,31901133,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 253.03,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,253.03
 , ,31901134,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 11,817.34",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,11817.34
 , ,31901137,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 14,281,085.19",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,14281085.19
 , ,31901140,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 656,477.27",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,656477.27
 , ,31901145,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 5,339.23",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,5339.23
 , ,31901161,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,119,981.26",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1119981.26
2023160101DL000213,2023160101NE000034,31901101,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 23,990.66",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,23990.66
 , ,31901107,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 630.58,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,630.58
 , ,31901113,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 4,254.25",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,4254.25
 , ,31901117,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 12,552.75",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,12552.75
 , ,31901128,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,089.09",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1089.09
 , ,31901129,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,270.63",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1270.63
 , ,31901131,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 4,223.37",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,4223.37
 , ,31901134,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 2,511.08",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,2511.08
 , ,31901137,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 16,030.13",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,16030.13
 , ,31901173,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 17,017.00",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,17017
2023160101DL000214,2022160101NE12480,33903916,1500100102,0,1563615/2022,XXXX,160101,L M MOTA SERVICOS ESPECIALIZADOS LTDA,122020,0,"R$ 127,240.19","R$ 127,240.19","R$ 127,240.19",R$ 0.00,"R$ 127,240.19",R$ 0.00,127240.19
2023160101DL000215,2022160101NE12162,33903701,1500100102,6360,1559195/2022,XXXX,160101,LG SERVICOS PROFISSIONAIS LTDA,3532017,0,"R$ 50,221.73","R$ 50,221.73","R$ 50,221.73",R$ 0.00,"R$ 50,221.73",R$ 0.00,50221.73
2023160101DL000216,2022160101NE12483,33903916,1500100102,0,1563615/2022,XXXX,160101,L M MOTA SERVICOS ESPECIALIZADOS LTDA,122020,0,"R$ 1,968,237.20","R$ 1,968,237.20","R$ 1,968,237.20",R$ 0.00,"R$ 1,968,237.20",R$ 0.00,1968237.2
2023160101DL000217,2023160101NE000039,31901101,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 8,945.22",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,8945.22
 , ,31901117,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 6,183.78",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,6183.78
 , ,31901129,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 432.03,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,432.03
 , ,31901137,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 4,481.96",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,4481.96
 , ,31901145,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,686.05",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1686.05
 , ,31901161,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 293.81,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,293.81
2023160101DL000218,2022160101NE12482,33903916,1500100102,0,1563615/2022,XXXX,160101,L M MOTA SERVICOS ESPECIALIZADOS LTDA,122020,0,"R$ 228,351.82","R$ 228,351.82","R$ 228,351.82",R$ 0.00,"R$ 228,351.82",R$ 0.00,228351.82
2023160101DL000219,2022160101NE12481,33903916,1500100102,0,1563615/2022,XXXX,160101,L M MOTA SERVICOS ESPECIALIZADOS LTDA,122020,0,"R$ 2,010.16","R$ 2,010.16","R$ 2,010.16",R$ 0.00,"R$ 2,010.16",R$ 0.00,2010.16
2023160101DL000220,2023160101NE000038,31901607,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,893.65",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1893.65
 , ,31901638,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 10,671.50",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,10671.5
2023160101DL000221,2023160101NE000037,31901101,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 22,353.53",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,22353.53
 , ,31901128,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 39.51,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,39.51
 , ,31901129,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 944.18,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,944.18
 , ,31901137,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 14,766.69",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,14766.69
 , ,31901161,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,345.76",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1345.76
2023160101DL000222,2022160101NE12293,33903916,1500100102,0,1599920/2022,XXXX,160101,EXATA CONSTRUTORA LTDA - EPP,1082021,0,"R$ 15,637.96","R$ 15,637.96","R$ 15,637.96",R$ 0.00,"R$ 15,637.96",R$ 0.00,15637.96
2023160101DL000223,2022160101NE12293,33903916,1500100102,0,1599920/2022,XXXX,160101,EXATA CONSTRUTORA LTDA - EPP,1082021,0,"R$ 311,189.06","R$ 311,189.06","R$ 311,189.06",R$ 0.00,"R$ 311,189.06",R$ 0.00,311189.06
2023160101DL000224,2023160101NE000050,31901101,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 62,464.16",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,62464.16
 , ,31901117,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 49,971.35",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,49971.35
 , ,31901128,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 1,418.81",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1418.81
 , ,31901129,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 4,659.84",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,4659.84
 , ,31901137,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 31,876.57",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,31876.57
 , ,31901145,1500100102,0,2023/86923,8910,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 4,458.30",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,4458.3
2023160101DL000225,2023160101NE000047,31901101,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 7,154.94",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,7154.94
 , ,31901117,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 5,723.95",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,5723.95
 , ,31901129,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 538.56,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,538.56
 , ,31901137,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 2,134.89",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,2134.89
2023160101DL000226,2023160101NE000041,31901101,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,"R$ 4,844.21",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,4844.21
 , ,31901145,1500100102,0,2023/86923,8339,160101,Folha de Pagamento,#null,#null,R$ 0.00,R$ 807.05,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,807.05
2023160101DL000227,2022160101NE05377,33914057,1500100102,2877,805068/2022,XXXX,160101,EMPRESA DE TEC. DA INF. E COM. DO E. PARA - PRODEPA,3592017,0,"R$ 45,452.59","R$ 45,452.59","R$ 45,452.59",R$ 0.00,"R$ 45,452.59",R$ 0.00,45452.59
2023160101DL000228,2022160101NE05357,33914057,1500100102,2877,805931/2022,XXXX,160101,EMPRESA DE TEC. DA INF. E COM. DO E. PARA - PRODEPA,3592017,0,"R$ 25,743.91","R$ 25,743.91","R$ 25,743.91",R$ 0.00,"R$ 25,743.91",R$ 0.00,25743.91
2023160101DL000229,2022160101NE09748,33914057,1500100102,2877,1206218/2022,XXXX,160101,EMPRESA DE TEC. DA INF. E COM. DO E. PARA - PRODEPA,3592017,0,"R$ 12,978.08","R$ 12,978.08","R$ 12,978.08",R$ 0.00,"R$ 12,978.08",R$ 0.00,12978.08
2023160101DL000230,2022160101NE02745,33914057,1500100102,2877,461509/2022,XXXX,160101,EMPRESA DE TEC. DA INF. E COM. DO E. PARA - PRODEPA,1012017,0,"R$ 25,486.12","R$ 25,486.12","R$ 25,486.12",R$ 0.00,"R$ 25,486.12",R$ 0.00,25486.12
2023160101DL000231,2022160101NE12293,33903916,1500100102,0,1599920/2022,XXXX,160101,EXATA CONSTRUTORA LTDA - EPP,1082021,0,"R$ 783,059.52","R$ 783,059.52","R$ 783,059.52",R$ 0.00,"R$ 783,059.52",R$ 0.00,783059.52
2023160101DL000232,2022160101NE12293,33903916,1500100102,0,1599920/2022,XXXX,160101,EXATA CONSTRUTORA LTDA - EPP,1082021,0,"R$ 520,176.59","R$ 520,176.59","R$ 520,176.59",R$ 0.00,"R$ 520,176.59",R$ 0.00,520176.59
2023160101DL000233,2022160101NE11219,33903615,1550000004,0,1085191/2021,XXXX,160101,RAIMUNDA DA SILVA CUNHA,112014,0,"R$ 4,772.03","R$ 4,772.03","R$ 4,772.03",R$ 0.00,"R$ 4,772.03",R$ 0.00,4772.03
2023160101DL000234,2022160101NE12160,33903701,1500100102,6360,1558609/2022,XXXX,160101,LG SERVICOS PROFISSIONAIS LTDA,2182018,0,"R$ 43,300.03","R$ 43,300.03","R$ 43,300.03",R$ 0.00,"R$ 43,300.03",R$ 0.00,43300.03
2023160101DL000235,2022160101NE01217,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,R$ 0.00,"R$ 1,690.71",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,1690.71
2023160101DL000236,2022160101NE01217,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,"-R$ 1,690.71","R$ 1,690.71","-R$ 1,690.71",R$ 0.00,R$ 0.00,"-R$ 1,690.71",1690.71
2023160101DL000237,2022160101NE01217,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,R$ 0.00,R$ 90.71,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,90.71
2023160101DL000238,2023160101NE000052,33901414,1500100102,6357,1511406/2023,8904,160101,EDENILZA DE SOUSA ALMEIDA,#null,#null,"R$ 1,068.21","R$ 1,068.21","R$ 1,068.21",R$ 0.00,"R$ 1,068.21",R$ 0.00,1068.21
2023160101DL000239,2023160101NE000051,33901414,1500100102,6357,1511204/2023,8904,160101,ALESSANDRA CONCEICAO RODRIGUES,#null,#null,"R$ 1,068.21","R$ 1,068.21","R$ 1,068.21",R$ 0.00,"R$ 1,068.21",R$ 0.00,1068.21
2023160101DL000240,2023160101NE000076,33901414,1500100102,6357,1511639/2023,8904,160101,ELEANOR MARIA COSTA SIQUEIRA MENDES,#null,#null,"R$ 1,068.21","R$ 1,068.21","R$ 1,068.21",R$ 0.00,"R$ 1,068.21",R$ 0.00,1068.21
2023160101DL000241,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,"-R$ 3,366.00","R$ 3,366.88","-R$ 3,366.00",R$ 0.00,R$ 0.00,"-R$ 3,366.00",3366.88
2023160101DL000242,2023160101NE000077,33901414,1500100102,6357,1511442/2023,8904,160101,MARIA DO SOCORRO SANTANA MACHADO DE LEAO,#null,#null,"R$ 1,068.21","R$ 1,068.21","R$ 1,068.21",R$ 0.00,"R$ 1,068.21",R$ 0.00,1068.21
2023160101DL000243,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,R$ 0.00,R$ 6.88,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,6.88
2023160101DL000244,2023160101NE000053,33901414,1500100102,6357,1511206/2023,8904,160101,ELIEZER JAIME ALBUQUERQUE GARCA,#null,#null,"R$ 1,068.21","R$ 1,068.21","R$ 1,068.21",R$ 0.00,"R$ 1,068.21",R$ 0.00,1068.21
2023160101DL000245,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,R$ 0.00,R$ 6.88,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,6.88
2023160101DL000246,2023160101NE000054,33901414,1500100102,6357,1511205/2023,8904,160101,ELIANA RIBEIRO DOS REIS,#null,#null,"R$ 1,068.21","R$ 1,068.21","R$ 1,068.21",R$ 0.00,"R$ 1,068.21",R$ 0.00,1068.21
2023160101DL000247,2022160101NE12161,33903705,1500100102,6360,1560403/2022,XXXX,160101,DIAMOND SERVIÇOS DE LIMPEZA E MÃO DE OBRA LTDA,2302018,0,"R$ 14,939.67","R$ 14,939.67","R$ 14,939.67",R$ 0.00,"R$ 14,939.67",R$ 0.00,14939.67
2023160101DL000248,2022160101NE12163,33903705,1500100102,6360,1560403/2022,XXXX,160101,DIAMOND SERVIÇOS DE LIMPEZA E MÃO DE OBRA LTDA,2302018,0,"R$ 59,758.66","R$ 59,758.66","R$ 59,758.66",R$ 0.00,"R$ 59,758.66",R$ 0.00,59758.66
2023160101DL000249,2022160101NE12608,33903701,1500100102,6360,1562493/2022,XXXX,160101,JR LIMPEZA E CONSERVAÇÃO LTDA,2022018,0,"R$ 1,128,920.10","R$ 1,128,920.10","R$ 1,128,920.10",R$ 0.00,"R$ 1,128,920.10",R$ 0.00,1128920.1
2023160101DL000250,2022160101NE12609,33903701,1500100102,6360,1562493/2022,XXXX,160101,JR LIMPEZA E CONSERVAÇÃO LTDA,2022018,0,"R$ 735,098.17","R$ 735,098.17","R$ 735,098.17",R$ 0.00,"R$ 735,098.17",R$ 0.00,735098.17
2023160101DL000251,2022160101NE12602,33903701,1500100102,6360,1558825/2022,XXXX,160101,A.A.J LOURENCO & CIA LTDA - ME,2012018,0,"R$ 787,205.94","R$ 787,205.94","R$ 787,205.94",R$ 0.00,"R$ 787,205.94",R$ 0.00,787205.94
2023160101DL000252,2022160101NE12582,33903701,1500100102,6360,1558825/2022,XXXX,160101,A.A.J LOURENCO & CIA LTDA - ME,2012018,0,"R$ 490,381.37","R$ 490,381.37","R$ 490,381.37",R$ 0.00,"R$ 490,381.37",R$ 0.00,490381.37
2023160101DL000253,2022160101NE11394,33903615,1550000004,0,732657/2021,XXXX,160101,MARCELO GOMES RODRIGUES,1062021,0,"R$ 26,949.60","R$ 26,949.60","R$ 26,949.60",R$ 0.00,"R$ 26,949.60",R$ 0.00,26949.6
2023160101DL000254,2022160101NE12604,33903701,1500100102,6360,1558644/2022,XXXX,160101,A.A.J LOURENCO & CIA LTDA - ME,472019,0,"R$ 437,294.87","R$ 437,294.87","R$ 437,294.87",R$ 0.00,"R$ 437,294.87",R$ 0.00,437294.87
2023160101DL000255,2022160101NE12603,33903701,1500100102,6360,1558644/2022,XXXX,160101,A.A.J LOURENCO & CIA LTDA - ME,472019,0,"R$ 554,540.18","R$ 554,540.18","R$ 554,540.18",R$ 0.00,"R$ 554,540.18",R$ 0.00,554540.18
2023160101DL000256,2022160101NE11396,33903615,1550000004,0,1384324/2019,XXXX,160101,FENELON LIMA SOBRINHO,342016,0,"R$ 28,232.77","R$ 28,232.77","R$ 28,232.77",R$ 0.00,"R$ 28,232.77",R$ 0.00,28232.77
2023160101DL000257,2022160101NE11197,33903615,1550000004,0,101312/2022,XXXX,160101,ANTONIO MARIA SHIDI UENO,1262022,0,"R$ 7,611.86","R$ 7,611.86","R$ 7,611.86",R$ 0.00,"R$ 7,611.86",R$ 0.00,7611.86
2023160101DL000258,2022160101NE11490,33903615,1550000004,0,1446758/2020,XXXX,160101,CAMILA MARIA BRASIL PINHEIRO DE AMORIM,3362018,0,"R$ 15,906.24","R$ 15,906.24","R$ 15,906.24",R$ 0.00,"R$ 15,906.24",R$ 0.00,15906.24
2023160101DL000259,2022160101NE12137,33903905,1500100102,0,1550539/2022,XXXX,160101,M I. MONTREAL INFORMATICA S.A,3922017,0,"R$ 342,551.93","R$ 342,551.93","R$ 342,551.93",R$ 0.00,"R$ 342,551.93",R$ 0.00,342551.93
2023160101DL000260,2022160101NE11187,33903615,1550000004,0,1084195/2021,XXXX,160101,ENOQUE COSTA DO NASCIMENTO,72010,0,"R$ 9,306.99","R$ 9,306.99","R$ 9,306.99",R$ 0.00,"R$ 9,306.99",R$ 0.00,9306.99
2023160101DL000261,2022160101NE11260,33903615,1550000004,0,1085090/2022,XXXX,160101,ERTON DE ARAUJO LIMA FILHO,82012,0,"R$ 19,799.11","R$ 19,799.11","R$ 19,799.11",R$ 0.00,"R$ 19,799.11",R$ 0.00,19799.11
2023160101DL000262,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,R$ 0.00,R$ 6.88,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,6.88
2023160101DL000263,2022160101NE12585,33903701,1500100102,6360,1560329/2022,XXXX,160101,JR LIMPEZA E CONSERVAÇÃO LTDA,572019,0,"R$ 457,284.61","R$ 457,284.61","R$ 457,284.61",R$ 0.00,"R$ 457,284.61",R$ 0.00,457284.61
2023160101DL000264,2022160101NE12584,33903701,1500100102,6360,1560329/2022,XXXX,160101,JR LIMPEZA E CONSERVAÇÃO LTDA,572019,0,"R$ 842,389.89","R$ 842,389.89","R$ 842,389.89",R$ 0.00,"R$ 842,389.89",R$ 0.00,842389.89
2023160101DL000265,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,-R$ 0.88,R$ 0.88,-R$ 0.88,R$ 0.00,R$ 0.00,-R$ 0.88,0.88
2023160101DL000266,2022160101NE01217,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,0
2023160101DL000267,2022160101NE11487,33903615,1550000004,0,950643/2015,XXXX,160101,GILMAR MENEZES PINHEIRO,112008,0,"R$ 11,517.86","R$ 11,517.86","R$ 11,517.86",R$ 0.00,"R$ 11,517.86",R$ 0.00,11517.86
2023160101DL000268,2022160101NE12619,33903615,1550000004,0,1096875/2021,XXXX,160101,ALIRIO ANTONIO SARAIVA SOUZA SERRUYA,402010,0,R$ 313.48,R$ 313.48,R$ 313.48,R$ 0.00,R$ 313.48,R$ 0.00,313.48
2023160101DL000269,2022160101NE12620,33903615,1550000004,0,1096875/2021,XXXX,160101,ALIRIO ANTONIO SARAIVA SOUZA SERRUYA,402010,0,"R$ 4,278.57","R$ 4,278.57","R$ 4,278.57",R$ 0.00,"R$ 4,278.57",R$ 0.00,4278.57
2023160101DL000270,2022160101NE11706,33903615,1550000004,0,1364322/2021,XXXX,160101,MARIA DAS GRAÇAS FEIO DE SOUZA,222016,0,"R$ 6,349.97","R$ 6,349.97","R$ 6,349.97",R$ 0.00,"R$ 6,349.97",R$ 0.00,6349.97
2023160101DL000271,2022160101NE11399,33903615,1550000004,0,1384288/2019,XXXX,160101,MARIA JOSÉ SIMÕES,222010,0,"R$ 1,939.58","R$ 1,939.58","R$ 1,939.58",R$ 0.00,"R$ 1,939.58",R$ 0.00,1939.58
2023160101DL000273,2022160101NE11998,33903615,1550000004,0,487852/2019,XXXX,160101,PAULO CANDIDO GUEDELHA DA SILVA,602020,0,"R$ 13,762.98","R$ 13,762.98","R$ 13,762.98",R$ 0.00,"R$ 13,762.98",R$ 0.00,13762.98
2023160101DL000274,2022160101NE11199,33903910,1550000004,0,850247/2021,XXXX,160101,CENTRO EDUCAC.STA.LUIZA DE MARILLAC LTDA-ME,522010,0,R$ 0.00,"R$ 6,419.48",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,6419.48
2023160101DL000275,2022160101NE12760,33903615,1550000004,0,850247/2021,XXXX,160101,RAIMUNDO DO CARMO PUREZA MACIEL,642010,0,R$ 0.00,"R$ 3,143.53",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,3143.53
2023160101DL000276,2022160101NE11440,33903615,1550000004,0,960392/2022,XXXX,160101,RENATA CENTENO,2462022,0,"R$ 22,619.36","R$ 22,619.36","R$ 22,619.36",R$ 0.00,"R$ 22,619.36",R$ 0.00,22619.36
2023160101DL000277,2022160101NE11160,33903615,1550000004,0,289117/2022,XXXX,160101,HENRIQUE BONA BRANDAO MOUSINHO NETO,592019,0,"R$ 3,395.09","R$ 3,395.09","R$ 3,395.09",R$ 0.00,"R$ 3,395.09",R$ 0.00,3395.09
2023160101DL000278,2022160101NE12246,33903615,1550000004,0,642480/2022,XXXX,160101,MARGARETE CARVALHO,172014,0,"R$ 4,300.61","R$ 4,300.61","R$ 4,300.61",R$ 0.00,"R$ 4,300.61",R$ 0.00,4300.61
2023160101DL000279,2022160101NE12134,33904095,1500100102,0,1554289/2022,XXXX,160101,LIP COMERCIAL LTDA,1662022,0,R$ 0.00,"R$ 3,832.45",R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,3832.45
2023160101DL000280,2022160101NE01216,33903943,1550000004,2156,280250/2022,XXXX,160101,EQUATORIAL PARA DISTRIBUIDORA DE ENERGIA S.A,962017,0,R$ 0.00,R$ 6.88,R$ 0.00,R$ 0.00,R$ 0.00,R$ 0.00,6.88
2023160101DL000281,2022160101NE11300,33903615,1550000004,0,251848/2022,XXXX,160101,ALICE DO SOCORRO VALES LARANJEIRA,22010,0,"R$ 3,736.96","R$ 3,736.96","R$ 3,736.96",R$ 0.00,"R$ 3,736.96",R$ 0.00,3736.96
2023160101DL000282,2022160101NE11451,33903615,1550000004,0,380756/2020,XXXX,160101,ALZENORA FERREIRA CARVALHO DAS NEVES,782021,0,"R$ 3,560.23","R$ 3,560.23","R$ 3,560.23",R$ 0.00,"R$ 3,560.23",R$ 0.00,3560.23
2023160101DL000283,2022160101NE11703,33903615,1550000004,0,354500/2022,XXXX,160101,ANA CRISTINA SANTOS LEITE,3902017,0,"R$ 6,596.98","R$ 6,596.98","R$ 6,596.98",R$ 0.00,"R$ 6,596.98",R$ 0.00,6596.98
2023160101DL000284,2022160101NE11842,33903615,1550000004,0,608967/2019,XXXX,160101,ANA PAULA MIRANDA DE SOUSA,752020,0,"R$ 14,327.12","R$ 14,327.12","R$ 14,327.12",R$ 0.00,"R$ 14,327.12",R$ 0.00,14327.12
